order_id,trade_date,symbol,region,sector,side,urgency,strategy,venue,hedge_basket,arrival_mid,avg_fill_price,benchmark_mid_5m,benchmark_mid_30m,order_qty,filled_qty,completion_rate_pct,participation_rate_pct,fill_minutes,vol_1m_pct,spread_bps,slippage_bps,shortfall_bps,implementation_shortfall_usd,pre_beta_usd,post_beta_usd,hedge_notional_usd,beta_reduction_pct,time_to_flat_min,fill_quality_score
EXE0100,2026-01-16,USE100,US,Semis,SELL,Urgent,VWAP,XNAS,HXUS_TECH,32.38,32.34,32.41,32.12,28807,28297,98.23,5.31,8.4,0.93,6.74,13.56,13.56,1242.5,-36122.39,-10937.02,26618.97,69.72,10.9,60.4
EXE0101,2026-01-19,EHE101,Europe,Healthcare,BUY,Patient,TWAP,XPAR,HXEU,76.74,76.8,76.6,77.52,7344,7016,95.54,18.22,42.08,0.81,8.61,7.67,7.67,412.96,-157006.89,-6280.28,131468.17,96.0,31.84,76.71
EXE0102,2026-01-20,ACO102,Asia,Consumer,SELL,Normal,Manual Hedge,XHKG,HXAS_HIGHBETA,73.0,72.89,72.9,72.57,8220,8154,99.19,12.07,27.86,0.26,9.32,15.05,15.05,895.84,-281347.53,-94215.22,238079.82,66.51,28.05,57.07
EXE0103,2026-01-21,USE103,US,Semis,BUY,Urgent,Liquidity Seeking,XNAS,HXUS,60.71,60.82,60.83,61.11,9986,9362,93.75,23.5,14.15,1.62,12.85,18.29,18.29,1039.57,-420662.07,-59050.75,345267.15,85.96,4.7,46.97
EXE0104,2026-01-22,EHE104,Europe,Healthcare,SELL,Patient,VWAP,XAMS,HXEU_GROWTH,70.71,70.67,70.64,70.51,5047,4638,91.9,20.1,57.07,1.15,4.4,5.38,5.38,176.43,258697.79,10347.91,248115.82,96.0,31.52,74.54
EXE0105,2026-01-23,ACO105,Asia,Consumer,BUY,Normal,TWAP,XTKS,HXAS,123.51,123.67,123.45,124.14,4119,3928,95.37,14.65,29.45,1.17,6.87,13.04,13.04,632.65,503018.85,124635.98,391125.13,75.22,34.83,64.87
EXE0106,2026-01-26,USE106,US,Semis,SELL,Patient,Manual Hedge,XNAS,HXUS_TECH,74.82,74.74,75.37,74.57,15048,13694,91.0,17.28,55.99,1.16,6.21,10.57,10.57,1082.96,-356598.19,-17289.71,328889.07,95.15,34.64,63.0
EXE0107,2026-01-27,EHE107,Europe,Healthcare,BUY,Normal,Liquidity Seeking,XPAR,HXEU,70.29,70.39,70.42,70.17,16672,16415,98.46,16.63,29.08,1.91,3.0,14.46,14.46,1668.49,-98855.26,-33479.18,73207.0,66.13,29.12,55.88
EXE0108,2026-01-28,ACO108,Asia,Consumer,SELL,Urgent,VWAP,XHKG,HXAS_HIGHBETA,64.97,64.88,64.82,65.23,1899,1832,96.45,18.47,7.36,1.13,7.13,14.11,14.11,167.95,62485.6,17661.95,49786.88,71.73,18.3,60.72
EXE0109,2026-01-29,USE109,US,Semis,BUY,Patient,TWAP,XNAS,HXUS,119.35,119.52,119.52,118.41,9698,8998,92.78,6.29,48.03,1.32,10.57,14.18,14.18,1522.78,-290135.31,-11605.41,307252.36,96.0,36.54,61.93
EXE0110,2026-01-30,EHE110,Europe,Healthcare,SELL,Normal,Manual Hedge,XAMS,HXEU_GROWTH,90.95,90.86,90.72,90.38,10362,10362,100.0,21.84,26.89,1.01,5.66,10.11,10.11,952.81,-265290.83,-57324.99,233012.78,78.39,18.25,69.39
EXE0111,2026-02-02,ACO111,Asia,Consumer,BUY,Urgent,Liquidity Seeking,XTKS,HXAS,67.54,67.68,67.25,67.78,22989,21641,94.14,28.84,10.93,1.41,14.59,20.1,20.1,2937.85,98337.55,37224.73,104739.52,62.15,20.99,38.28
EXE0112,2026-02-03,USE112,US,Semis,SELL,Patient,VWAP,XNAS,HXUS_TECH,81.59,81.53,81.04,80.74,6594,6162,93.45,9.68,28.95,1.4,7.24,7.61,7.61,382.6,308739.49,53370.04,252544.46,82.71,36.09,74.51
EXE0113,2026-02-04,EHE113,Europe,Healthcare,BUY,Urgent,TWAP,XPAR,HXEU,34.62,34.68,34.62,34.51,6627,6427,96.98,15.11,19.29,1.78,11.16,15.88,15.88,353.35,-77060.48,-32341.91,58208.23,58.03,8.54,53.89
EXE0114,2026-02-05,ACO114,Asia,Consumer,SELL,Patient,Manual Hedge,XHKG,HXAS_HIGHBETA,59.55,59.52,59.29,59.78,2251,2140,95.06,16.42,49.93,1.03,3.52,5.68,5.68,72.38,-26106.57,-2615.32,23508.18,89.98,25.94,78.55
EXE0115,2026-02-06,USE115,US,Semis,BUY,Normal,Liquidity Seeking,XNAS,HXUS,207.58,207.85,208.12,209.38,1535,1462,95.24,15.48,25.6,0.61,11.85,12.6,12.6,382.4,77355.96,15138.66,71717.27,80.43,26.82,63.07
EXE0116,2026-02-09,EHE116,Europe,Healthcare,SELL,Urgent,VWAP,XAMS,HXEU_GROWTH,82.42,82.3,82.2,82.32,10945,10945,100.0,17.82,13.7,1.32,5.59,14.33,14.33,1292.74,578203.68,250287.34,467913.18,56.71,8.35,55.49
EXE0117,2026-02-10,ACO117,Asia,Consumer,BUY,Patient,TWAP,XTKS,HXAS,104.27,104.37,104.58,104.73,7215,6588,91.31,18.11,37.55,1.04,11.49,9.58,9.58,658.1,-250163.17,-32523.84,234541.33,87.0,32.3,63.81
EXE0118,2026-02-11,USE118,US,Semis,SELL,Normal,Manual Hedge,XNAS,HXUS_TECH,120.65,120.48,120.13,121.71,6541,6392,97.73,19.29,25.85,0.75,9.92,14.17,14.17,1092.83,312596.92,119282.07,322630.7,61.84,26.35,54.41
EXE0119,2026-02-12,EHE119,Europe,Healthcare,BUY,Urgent,Liquidity Seeking,XPAR,HXEU,70.64,70.79,71.27,70.54,8539,8137,95.3,27.27,22.03,1.49,14.77,20.83,20.83,1197.38,-140573.21,-16012.26,116968.99,88.61,10.34,42.19
EXE0120,2026-02-13,ACO120,Asia,Consumer,SELL,Normal,VWAP,XHKG,HXAS_HIGHBETA,73.43,73.34,73.91,74.26,7635,7556,98.97,10.64,13.57,1.53,8.58,11.38,11.38,631.37,181276.19,54745.64,148750.13,69.8,16.87,67.67
EXE0121,2026-02-16,USE121,US,Semis,BUY,Urgent,TWAP,XNAS,HXUS,67.73,67.86,67.19,67.91,15121,14314,94.66,13.96,11.26,1.48,13.56,19.56,19.56,1896.27,-1215063.7,-440473.96,1235506.28,63.75,10.11,44.38
EXE0122,2026-02-17,EHE122,Europe,Healthcare,SELL,Patient,Manual Hedge,XAMS,HXEU_GROWTH,72.21,72.14,72.52,72.38,8859,8160,92.11,5.33,24.18,1.3,11.57,9.57,9.57,563.87,-608479.52,-139962.41,530869.37,77.0,28.54,70.49
EXE0123,2026-02-18,ACO123,Asia,Consumer,BUY,Normal,Liquidity Seeking,XTKS,HXAS,78.45,78.53,78.62,78.96,5044,4889,96.93,4.0,18.32,1.59,7.74,10.7,10.7,410.37,-33861.85,-9036.49,31555.2,73.31,23.3,68.14
EXE0124,2026-02-19,USE124,US,Semis,SELL,Urgent,VWAP,XNAS,HXUS_TECH,121.46,121.25,121.28,121.45,6680,6534,97.81,7.56,16.16,1.92,7.61,17.17,17.17,1362.59,56713.17,25192.39,49367.9,55.58,11.84,49.03
EXE0125,2026-02-20,EHE125,Europe,Healthcare,BUY,Patient,TWAP,XPAR,HXEU,64.02,64.08,63.46,63.82,7012,6547,93.37,12.91,36.97,1.16,7.55,8.61,8.61,360.88,8333.72,2327.09,10000.0,72.08,23.24,66.9
EXE0126,2026-02-23,ACO126,Asia,Consumer,SELL,Normal,Manual Hedge,XHKG,HXAS_HIGHBETA,87.16,87.0,87.54,87.67,9098,9063,99.62,17.54,15.58,2.05,8.54,18.19,18.19,1436.82,-33031.88,-5304.81,30239.76,83.94,21.39,53.91
EXE0127,2026-02-24,USE127,US,Semis,BUY,Patient,Liquidity Seeking,XNAS,HXUS,101.08,101.24,100.85,101.15,9361,8754,93.52,6.47,47.35,1.72,12.42,15.3,15.3,1353.88,66079.14,17340.28,66746.47,73.76,29.7,51.8
EXE0128,2026-02-25,EHE128,Europe,Healthcare,SELL,Normal,VWAP,XAMS,HXEU_GROWTH,97.98,97.89,98.53,98.11,7732,7238,93.62,21.47,20.33,1.65,6.91,9.2,9.2,652.48,257111.23,74423.16,217757.42,71.05,16.49,64.86
EXE0129,2026-02-26,ACO129,Asia,Consumer,BUY,Urgent,TWAP,XTKS,HXAS,76.42,76.51,76.27,76.65,7627,7627,100.0,9.3,9.46,0.83,8.56,11.83,11.83,689.5,307473.07,84307.1,285041.89,72.58,15.61,65.4
EXE0130,2026-02-27,USE130,US,Semis,SELL,Patient,Manual Hedge,XNAS,HXUS_TECH,62.49,62.41,62.14,62.39,8253,7746,93.85,10.66,52.86,0.62,14.62,13.27,13.27,642.37,391579.54,75311.97,287712.09,80.77,26.84,62.46
EXE0131,2026-03-02,EHE131,Europe,Healthcare,BUY,Normal,Liquidity Seeking,XPAR,HXEU,53.77,53.84,53.89,53.84,8061,7916,98.2,14.21,45.1,1.24,9.65,14.05,14.05,598.0,-461908.8,-122958.37,448885.81,73.38,25.23,60.16
EXE0132,2026-03-03,ACO132,Asia,Consumer,SELL,Urgent,VWAP,XHKG,HXAS_HIGHBETA,105.03,104.88,105.08,103.58,12237,11305,92.39,25.31,10.58,1.17,5.14,14.28,14.28,1695.49,713208.94,233410.75,659917.8,67.27,13.15,52.83
EXE0133,2026-03-04,USE133,US,Semis,BUY,Patient,TWAP,XNAS,HXUS,88.73,88.79,88.36,87.16,7246,6571,90.68,16.05,42.18,0.68,11.77,6.97,6.97,406.38,558749.08,101611.35,541813.42,81.81,44.51,68.69
EXE0134,2026-03-05,EHE134,Europe,Healthcare,SELL,Urgent,Manual Hedge,XAMS,HXEU_GROWTH,72.44,72.33,72.03,72.93,11379,11100,97.54,20.5,4.0,0.55,4.26,16.15,16.15,1298.68,568599.84,175102.27,593554.12,69.2,9.36,46.87
EXE0135,2026-03-06,ACO135,Asia,Consumer,BUY,Patient,Liquidity Seeking,XTKS,HXAS,118.16,118.26,118.85,119.23,5675,5314,93.64,21.82,41.17,0.9,7.86,8.86,8.86,556.31,388569.71,70030.18,373790.85,81.98,28.97,76.37
EXE0136,2026-03-09,USE136,US,Semis,SELL,Normal,VWAP,XNAS,HXUS_TECH,67.05,66.97,66.95,67.1,11311,11180,98.84,9.47,20.09,1.59,12.16,11.76,11.76,881.54,-273806.35,-67980.25,217554.02,75.17,21.52,67.65
EXE0137,2026-03-10,EHE137,Europe,Healthcare,BUY,Urgent,TWAP,XPAR,HXEU,59.8,59.9,59.54,59.8,9338,9181,98.32,13.24,18.43,0.25,14.95,16.32,16.32,896.04,368382.46,99121.0,311261.59,73.09,13.94,50.51
EXE0138,2026-03-11,ACO138,Asia,Consumer,SELL,Patient,Manual Hedge,XHKG,HXAS_HIGHBETA,64.35,64.27,64.49,64.55,14107,13803,97.85,15.25,33.44,2.43,10.56,11.41,11.41,1013.4,137090.21,33865.76,118295.09,75.3,37.47,66.87
EXE0139,2026-03-12,USE139,US,Semis,BUY,Normal,Liquidity Seeking,XNAS,HXUS,66.79,66.85,66.57,66.88,14656,13889,94.76,28.47,25.71,0.6,6.94,9.79,9.79,908.13,495768.65,122980.06,519509.25,75.19,23.2,67.9
EXE0140,2026-03-13,EHE140,Europe,Healthcare,SELL,Urgent,VWAP,XAMS,HXEU_GROWTH,97.59,97.43,97.46,99.11,6258,6224,99.46,6.39,15.66,1.65,7.83,16.21,16.21,984.55,549490.07,246360.98,550647.28,55.17,17.45,53.61
EXE0141,2026-03-16,ACO141,Asia,Consumer,BUY,Normal,TWAP,XTKS,HXAS,77.66,77.79,77.86,78.04,10151,10151,100.0,13.84,25.82,1.6,9.42,15.88,15.88,1251.94,8816.87,1999.62,10000.0,77.32,25.88,56.46
EXE0142,2026-03-17,USE142,US,Semis,SELL,Urgent,Manual Hedge,XNAS,HXUS_TECH,73.07,72.93,73.78,72.38,3653,3653,100.0,6.18,13.27,1.45,8.68,18.71,18.71,499.42,24403.37,6130.24,25928.57,74.88,15.37,49.09
EXE0143,2026-03-18,EHE143,Europe,Healthcare,BUY,Patient,Liquidity Seeking,XPAR,HXEU,45.26,45.31,45.37,45.06,13800,12916,93.59,19.58,43.06,1.48,5.45,12.03,12.03,703.25,358396.42,99059.44,320404.22,72.36,34.7,57.37
EXE0144,2026-03-19,ACO144,Asia,Consumer,SELL,Normal,VWAP,XHKG,HXAS_HIGHBETA,85.57,85.47,86.21,86.05,10972,10640,96.98,24.71,29.65,0.77,7.37,10.79,10.79,982.36,-600684.64,-202637.19,648066.77,66.27,25.03,65.72
EXE0145,2026-03-20,USE145,US,Semis,BUY,Urgent,TWAP,XNAS,HXUS,90.85,90.95,90.93,90.77,7841,7461,95.15,17.22,13.25,0.25,10.2,11.24,11.24,761.86,682939.76,321299.06,697569.14,52.95,9.37,57.55
EXE0146,2026-03-23,EHE146,Europe,Healthcare,SELL,Patient,Manual Hedge,XAMS,HXEU_GROWTH,63.3,63.23,63.4,63.06,27507,25046,91.05,14.74,42.26,1.74,11.24,11.14,11.14,1766.05,371141.37,52536.65,351100.25,85.84,40.41,64.28
EXE0147,2026-03-24,ACO147,Asia,Consumer,BUY,Normal,Liquidity Seeking,XTKS,HXAS,140.48,140.64,140.9,140.01,3755,3498,93.15,15.27,19.17,0.25,8.48,11.13,11.13,546.94,165929.66,40868.55,179180.0,75.37,26.54,59.23
EXE0148,2026-03-25,USE148,US,Semis,SELL,Patient,VWAP,XNAS,HXUS_TECH,74.05,74.02,74.52,73.34,10229,9771,95.52,11.95,50.44,1.17,8.42,4.44,4.44,321.26,124562.33,20475.97,97236.23,83.56,29.3,78.76
EXE0149,2026-03-26,EHE149,Europe,Healthcare,BUY,Normal,TWAP,XPAR,HXEU,113.63,113.8,113.88,112.81,2903,2852,98.23,8.58,26.25,2.16,3.01,15.07,15.07,488.38,-1849.67,-348.43,10000.0,81.16,20.78,54.91
EXE0150,2026-03-27,ACO150,Asia,Consumer,SELL,Urgent,Manual Hedge,XHKG,HXAS_HIGHBETA,67.75,67.61,67.94,68.15,21949,21633,98.56,20.5,5.96,1.57,9.5,21.45,21.45,3143.86,-972728.08,-359425.55,732048.96,63.05,16.33,40.61
EXE0151,2026-03-30,USE151,US,Semis,BUY,Patient,Liquidity Seeking,XNAS,HXUS,85.48,85.59,86.05,85.29,4032,3727,92.42,20.39,45.85,1.14,7.4,12.43,12.43,395.99,-182980.92,-39562.73,173292.46,78.38,32.97,57.52
EXE0152,2026-03-31,EHE152,Europe,Healthcare,SELL,Normal,VWAP,XAMS,HXEU_GROWTH,60.49,60.41,60.5,60.35,3468,3468,100.0,6.31,19.11,1.34,9.16,12.89,12.89,270.39,53862.46,9217.81,56719.53,82.89,14.74,66.56
EXE0153,2026-04-01,ACO153,Asia,Consumer,BUY,Urgent,TWAP,XTKS,HXAS,85.06,85.21,84.86,84.62,14516,13802,95.08,17.72,14.55,1.75,9.84,17.15,17.15,2013.47,-1381547.01,-524434.41,1288904.12,62.04,4.58,49.52
EXE0154,2026-04-02,USE154,US,Semis,SELL,Patient,Manual Hedge,XNAS,HXUS_TECH,46.09,46.05,46.04,46.07,15171,14543,95.86,15.46,49.69,0.93,6.16,8.65,8.65,579.79,441041.41,73567.8,323392.54,83.32,38.39,75.59
EXE0155,2026-04-03,EHE155,Europe,Healthcare,BUY,Urgent,Liquidity Seeking,XPAR,HXEU,56.18,56.26,55.95,56.17,15213,14776,97.13,14.69,13.11,0.3,5.82,14.07,14.07,1168.05,265539.56,62999.47,221276.33,76.27,13.71,58.04
EXE0156,2026-04-06,ACO156,Asia,Consumer,SELL,Patient,VWAP,XHKG,HXAS_HIGHBETA,170.28,170.19,170.57,170.11,6057,5835,96.34,4.0,46.21,0.76,9.63,5.28,5.28,524.6,981471.16,248426.51,852451.16,74.69,25.83,80.26
EXE0157,2026-04-07,USE157,US,Semis,BUY,Normal,TWAP,XNAS,HXUS,72.26,72.33,71.94,72.0,4892,4623,94.5,16.67,25.76,0.83,5.42,9.38,9.38,313.35,394750.13,81304.28,328420.32,79.4,33.98,68.72
EXE0158,2026-04-08,EHE158,Europe,Healthcare,SELL,Urgent,Manual Hedge,XAMS,HXEU_GROWTH,69.49,69.4,69.84,69.64,4112,4112,100.0,18.8,27.33,0.25,4.05,12.3,12.3,351.44,-88960.54,-15342.65,65269.97,82.75,10.89,70.03
EXE0159,2026-04-09,ACO159,Asia,Consumer,BUY,Patient,Liquidity Seeking,XTKS,HXAS,51.26,51.3,51.08,50.61,12859,12040,93.63,12.54,40.58,1.47,7.37,9.57,9.57,590.58,552673.42,110777.82,559171.11,79.96,33.78,71.19
EXE0160,2026-04-10,USE160,US,Semis,SELL,Normal,VWAP,XNAS,HXUS_TECH,69.84,69.75,69.42,69.36,9862,9551,96.85,14.64,13.26,1.55,13.05,12.35,12.35,823.75,-593286.35,-126674.12,585581.18,78.65,16.31,69.34
EXE0161,2026-04-13,EHE161,Europe,Healthcare,BUY,Urgent,TWAP,XPAR,HXEU,82.53,82.67,82.82,82.94,14203,13840,97.45,17.64,25.85,0.99,7.52,16.45,16.45,1879.02,-442380.79,-161598.74,376755.01,63.47,22.44,49.12
EXE0162,2026-04-14,ACO162,Asia,Consumer,SELL,Normal,Manual Hedge,XHKG,HXAS_HIGHBETA,54.05,53.99,54.0,54.08,17349,16842,97.08,10.78,21.87,1.18,3.0,11.56,11.56,1052.34,237244.49,36851.59,227684.59,84.47,25.59,65.31
EXE0163,2026-04-15,USE163,US,Semis,BUY,Urgent,Liquidity Seeking,XNAS,HXUS,76.77,76.89,76.93,76.91,11307,10828,95.76,4.0,15.92,0.94,15.62,15.31,15.31,1272.68,-136532.73,-36956.97,123730.35,72.93,15.85,53.31
EXE0164,2026-04-16,EHE164,Europe,Healthcare,SELL,Patient,VWAP,XAMS,HXEU_GROWTH,50.52,50.48,50.59,50.66,11193,10154,90.72,25.66,45.68,1.42,9.26,7.77,7.77,398.56,-265498.97,-53817.42,207015.62,79.73,30.85,67.73
EXE0165,2026-04-17,ACO165,Asia,Consumer,BUY,Normal,TWAP,XTKS,HXAS,64.22,64.29,63.71,64.44,4006,3763,93.94,10.43,33.34,0.25,7.06,11.08,11.08,267.76,-217644.53,-45791.54,179366.16,78.96,22.9,62.85
EXE0166,2026-04-20,USE166,US,Semis,SELL,Urgent,Manual Hedge,XNAS,HXUS_TECH,123.85,123.6,123.89,124.74,1620,1575,97.24,14.23,17.75,1.58,8.18,19.83,19.83,386.81,48502.46,14627.31,39743.93,69.84,12.01,44.27
EXE0167,2026-04-21,EHE167,Europe,Healthcare,BUY,Patient,Liquidity Seeking,XPAR,HXEU,159.01,159.24,160.3,160.25,3007,2836,94.32,13.21,48.68,1.65,11.67,14.87,14.87,670.55,-32054.05,-2016.38,24209.36,93.71,42.79,60.82
EXE0168,2026-04-22,ACO168,Asia,Consumer,SELL,Normal,VWAP,XHKG,HXAS_HIGHBETA,61.14,61.07,61.27,60.85,14302,14106,98.63,14.67,25.6,1.26,8.33,11.74,11.74,1012.57,-226350.82,-39291.4,205521.05,82.64,23.78,66.05
EXE0169,2026-04-23,USE169,US,Semis,BUY,Patient,TWAP,XNAS,HXUS,82.55,82.64,83.02,82.93,8469,7888,93.14,4.0,45.92,0.77,10.46,10.75,10.75,699.97,-7029.33,-1156.37,10000.0,83.55,40.32,66.19
EXE0170,2026-04-24,EHE170,Europe,Healthcare,SELL,Normal,Manual Hedge,XAMS,HXEU_GROWTH,71.01,70.92,71.91,71.2,10062,9822,97.62,17.16,9.9,0.88,7.31,12.74,12.74,888.61,235320.13,23035.32,241838.21,90.21,23.23,70.35
EXE0171,2026-04-27,ACO171,Asia,Consumer,BUY,Urgent,Liquidity Seeking,XTKS,HXAS,59.12,59.23,58.86,59.71,9370,9060,96.7,8.89,39.17,2.01,6.98,19.0,19.0,1017.66,241673.13,59238.36,177862.25,75.49,13.58,47.46
EXE0172,2026-04-28,USE172,US,Semis,SELL,Patient,VWAP,XNAS,HXUS_TECH,52.71,52.66,52.43,52.62,18867,18128,96.08,13.62,48.16,0.79,12.94,10.17,10.17,971.81,-80996.78,-24329.29,61860.6,69.96,30.9,69.79
EXE0173,2026-04-29,EHE173,Europe,Healthcare,BUY,Normal,TWAP,XPAR,HXEU,53.04,53.09,52.64,53.14,14027,13417,95.65,22.22,25.46,1.3,7.97,9.79,9.79,696.67,788239.94,67509.6,845859.71,91.44,18.33,73.64
EXE0174,2026-04-30,ACO174,Asia,Consumer,SELL,Urgent,Manual Hedge,XHKG,HXAS_HIGHBETA,117.52,117.33,117.89,117.28,5970,5970,100.0,9.51,5.74,1.05,6.15,15.43,15.43,1082.52,-372469.46,-67603.55,382418.6,81.85,16.74,59.1
EXE0175,2026-05-01,USE175,US,Semis,BUY,Patient,Liquidity Seeking,XNAS,HXUS,66.48,66.53,66.44,66.81,3149,2925,92.9,6.64,36.6,0.98,9.93,7.54,7.54,146.61,139573.81,20449.85,147359.47,85.35,34.87,77.97
EXE0176,2026-05-04,EHE176,Europe,Healthcare,SELL,Urgent,VWAP,XAMS,HXEU_GROWTH,72.13,72.04,72.36,71.92,13380,12938,96.7,10.73,17.96,0.71,8.56,12.69,12.69,1184.25,-346750.25,-80409.52,309344.7,76.81,13.12,62.62
EXE0177,2026-05-05,ACO177,Asia,Consumer,BUY,Patient,TWAP,XTKS,HXAS,58.87,58.93,59.1,59.17,12399,11608,93.62,11.16,53.69,1.51,6.82,10.06,10.06,687.44,312968.84,52966.84,238914.49,83.08,35.82,66.15
EXE0178,2026-05-06,USE178,US,Semis,SELL,Normal,Manual Hedge,XNAS,HXUS_TECH,89.41,89.36,88.74,89.89,4911,4842,98.6,18.82,14.39,0.37,12.1,5.05,5.05,218.62,253879.86,73181.32,225222.01,71.17,28.52,81.43
EXE0179,2026-05-07,EHE179,Europe,Healthcare,BUY,Urgent,Liquidity Seeking,XPAR,HXEU,85.64,85.81,85.38,85.46,1722,1716,99.67,13.39,26.38,1.47,7.9,19.54,19.54,287.17,22592.3,10402.78,20833.74,53.95,13.64,44.5
EXE0180,2026-05-08,ACO180,Asia,Consumer,SELL,Patient,VWAP,XHKG,HXAS_HIGHBETA,112.39,112.27,112.14,112.07,3495,3325,95.13,19.35,47.54,1.12,14.66,11.06,11.06,413.32,-134408.6,-45926.93,131995.39,65.83,32.12,66.83
EXE0181,2026-01-05,USE181,US,Semis,BUY,Normal,TWAP,XNAS,HXUS,81.03,81.12,80.95,81.7,5662,5274,93.15,18.71,16.25,1.55,5.7,11.43,11.43,488.48,139691.29,35455.53,144332.72,74.62,25.35,58.68
EXE0182,2026-01-06,EHE182,Europe,Healthcare,SELL,Urgent,Manual Hedge,XAMS,HXEU_GROWTH,90.24,90.1,89.82,90.94,3484,3388,97.25,20.12,10.42,0.61,12.43,14.65,14.65,447.88,129771.92,38255.87,93763.61,70.52,12.05,58.96
EXE0183,2026-01-07,ACO183,Asia,Consumer,BUY,Normal,Liquidity Seeking,XTKS,HXAS,83.44,83.58,83.13,83.76,8080,8054,99.68,13.58,15.24,1.98,13.02,17.02,17.02,1143.78,-292974.22,-64948.97,231843.51,77.83,20.62,56.27
EXE0184,2026-01-08,USE184,US,Semis,SELL,Urgent,VWAP,XNAS,HXUS_TECH,98.2,98.11,97.74,98.93,5209,5209,100.0,18.13,16.26,0.84,6.97,8.76,8.76,448.07,-158002.72,-51649.36,156699.47,67.31,5.99,74.28
EXE0185,2026-01-09,EHE185,Europe,Healthcare,BUY,Patient,TWAP,XPAR,HXEU,75.27,75.36,75.11,75.65,4395,4141,94.23,12.05,47.93,1.29,11.89,11.02,11.02,343.5,-137556.09,-27390.99,135512.56,80.09,34.89,65.93
EXE0186,2026-01-12,ACO186,Asia,Consumer,SELL,Normal,Manual Hedge,XHKG,HXAS_HIGHBETA,47.43,47.38,47.25,47.36,9108,9063,99.51,21.01,35.03,1.89,3.59,12.17,12.17,523.18,-124064.41,-50945.38,101579.93,58.94,18.8,57.87
EXE0187,2026-01-13,USE187,US,Semis,BUY,Urgent,Liquidity Seeking,XNAS,HXUS,63.19,63.3,63.17,62.9,15124,14856,98.23,10.41,24.96,1.47,16.64,17.1,17.1,1605.19,-594957.37,-161502.66,565307.58,72.85,11.75,52.61
EXE0188,2026-01-14,EHE188,Europe,Healthcare,SELL,Patient,VWAP,XAMS,HXEU_GROWTH,68.74,68.64,68.64,68.18,24495,23531,96.07,4.32,54.85,2.32,13.64,14.79,14.79,2392.38,-746681.11,-29867.24,638997.14,96.0,29.93,58.72
EXE0189,2026-01-15,ACO189,Asia,Consumer,BUY,Normal,TWAP,XTKS,HXAS,47.74,47.78,47.28,47.51,12964,12700,97.96,19.08,32.07,1.02,3.2,9.25,9.25,560.8,189432.93,16700.35,160171.52,91.18,19.85,74.49
EXE0190,2026-01-16,USE190,US,Semis,SELL,Patient,Manual Hedge,XNAS,HXUS_TECH,81.56,81.45,81.77,81.41,9407,9058,96.29,19.76,51.29,1.21,8.12,13.09,13.09,967.03,367222.45,14688.9,313156.75,96.0,33.92,64.05
EXE0191,2026-01-19,EHE191,Europe,Healthcare,BUY,Normal,Liquidity Seeking,XPAR,HXEU,68.41,68.52,68.27,68.59,13316,13316,100.0,17.55,23.37,1.76,10.44,15.5,15.5,1411.99,272046.13,20993.29,275100.33,92.28,23.5,59.17
EXE0192,2026-01-20,ACO192,Asia,Consumer,SELL,Urgent,VWAP,XHKG,HXAS_HIGHBETA,79.54,79.48,79.9,79.83,22784,22373,98.2,9.17,19.31,1.02,12.16,8.26,8.26,1469.98,490020.0,143978.2,402660.71,70.62,12.38,75.8
EXE0193,2026-01-21,USE193,US,Semis,BUY,Patient,TWAP,XNAS,HXUS,92.13,92.2,92.08,92.86,6501,6298,96.88,19.55,48.76,1.01,3.65,6.88,6.88,399.21,232482.46,29958.63,180016.38,87.11,33.9,79.36
EXE0194,2026-01-22,EHE194,Europe,Healthcare,SELL,Normal,Manual Hedge,XAMS,HXEU_GROWTH,51.99,51.93,52.05,51.84,10671,10506,98.45,10.72,25.94,1.54,8.74,11.97,11.97,653.84,-168513.06,-58589.24,128791.12,65.23,21.84,61.43
EXE0195,2026-01-23,ACO195,Asia,Consumer,BUY,Urgent,Liquidity Seeking,XTKS,HXAS,135.82,136.05,135.06,135.76,12016,11712,97.47,28.32,10.39,2.19,4.19,17.39,17.39,2766.23,-100559.82,-20694.95,106334.23,79.42,13.24,52.9
EXE0196,2026-01-26,USE196,US,Semis,SELL,Patient,VWAP,XNAS,HXUS_TECH,57.63,57.6,57.58,57.61,15846,14604,92.16,6.62,44.43,0.95,5.61,5.83,5.83,490.69,-204131.21,-27524.39,155398.25,86.52,38.62,75.3
EXE0197,2026-01-27,EHE197,Europe,Healthcare,BUY,Urgent,TWAP,XPAR,HXEU,86.51,86.67,86.26,87.18,4188,3951,94.34,26.61,18.06,1.38,9.2,18.09,18.09,618.32,252079.89,99182.94,208442.86,60.65,21.44,41.3
EXE0198,2026-01-28,ACO198,Asia,Consumer,SELL,Patient,Manual Hedge,XHKG,HXAS_HIGHBETA,69.81,69.74,69.61,70.53,6296,5878,93.37,4.0,40.61,0.73,10.33,10.28,10.28,421.86,-28071.57,-5283.42,26496.54,81.18,42.63,64.43
EXE0199,2026-01-29,USE199,US,Semis,BUY,Normal,Liquidity Seeking,XNAS,HXUS,46.83,46.89,47.04,46.8,39304,38894,98.96,11.82,45.3,1.43,12.93,13.74,13.74,2502.63,1193498.9,403410.41,1117137.2,66.2,22.25,62.57
